DATA,CNPJ,MARCA,MODELO,CATEGORIA,VENDAS_UNIDADES,PRECO_MEDIO,ESTOQUE_DISPONIVEL,EM_PROMOCAO
8/25/2025,16.373.787/0001-81,Motorola,Edge 50,Smartphone,19,1520,73,NAO
8/25/2025,16.373.787/0001-81,Google,Pixel 9 Pro,Smartphone,15,2416,22,NAO
8/25/2025,16.373.787/0001-81,OnePlus,13 Pro,Smartphone,20,6129,55,SIM
8/25/2025,16.373.787/0001-81,Samsung,Galaxy Tab S9,Tablet,9,3998,64,NAO
8/25/2025,16.373.787/0001-81,Apple,iPad Pro M3,Tablet,7,2988,110,NAO
8/25/2025,16.373.787/0001-81,Samsung,Galaxy Watch 7,Smartwatch,3,3816,99,NAO
8/25/2025,16.373.787/0001-81,Apple,Apple Watch X,Smartwatch,19,6545,137,NAO
8/25/2025,16.373.787/0001-81,JBL,Tune 720BT,Fone de Ouvido,16,7734,53,NAO
8/25/2025,16.373.787/0001-81,Sony,WH-1000XM6,Fone de Ouvido,20,8810,99,NAO
8/25/2025,60.672.231/0001-89,Samsung,Galaxy S25,Smartphone,14,1791,91,SIM
8/25/2025,60.672.231/0001-89,Apple,iPhone 16 Pro,Smartphone,17,3796,146,NAO
8/25/2025,60.672.231/0001-89,OPPO,Find X7,Smartphone,7,8079,118,NAO
8/25/2025,60.672.231/0001-89,Xiaomi,14 Ultra,Smartphone,15,7175,144,NAO
8/25/2025,60.672.231/0001-89,Motorola,Edge 50,Smartphone,17,1565,14,NAO
8/25/2025,60.672.231/0001-89,Google,Pixel 9 Pro,Smartphone,8,3975,148,NAO
8/25/2025,60.672.231/0001-89,OnePlus,13 Pro,Smartphone,3,8062,104,NAO
8/25/2025,60.672.231/0001-89,Samsung,Galaxy Tab S9,Tablet,7,5766,70,NAO
8/25/2025,60.672.231/0001-89,Apple,iPad Pro M3,Tablet,7,8996,60,NAO
8/25/2025,60.672.231/0001-89,Samsung,Galaxy Watch 7,Smartwatch,19,2923,87,NAO
8/25/2025,60.672.231/0001-89,Apple,Apple Watch X,Smartwatch,15,2471,21,SIM
8/25/2025,60.672.231/0001-89,JBL,Tune 720BT,Fone de Ouvido,4,1609,54,NAO
8/25/2025,60.672.231/0001-89,Sony,WH-1000XM6,Fone de Ouvido,14,2572,113,NAO
8/25/2025,70.574.248/0001-34,Samsung,Galaxy S25,Smartphone,8,2225,139,SIM
8/25/2025,70.574.248/0001-34,Apple,iPhone 16 Pro,Smartphone,14,7487,27,NAO
8/25/2025,70.574.248/0001-34,OPPO,Find X7,Smartphone,15,4144,95,NAO
8/25/2025,70.574.248/0001-34,Xiaomi,14 Ultra,Smartphone,7,6804,129,SIM
8/25/2025,70.574.248/0001-34,Motorola,Edge 50,Smartphone,15,8260,23,SIM
8/25/2025,70.574.248/0001-34,Google,Pixel 9 Pro,Smartphone,11,3821,146,NAO
8/25/2025,70.574.248/0001-34,OnePlus,13 Pro,Smartphone,8,8093,50,NAO
8/25/2025,70.574.248/0001-34,Samsung,Galaxy Tab S9,Tablet,8,8522,146,SIM
8/25/2025,70.574.248/0001-34,Apple,iPad Pro M3,Tablet,6,4499,101,NAO
8/25/2025,70.574.248/0001-34,Samsung,Galaxy Watch 7,Smartwatch,10,5582,24,NAO
8/25/2025,70.574.248/0001-34,Apple,Apple Watch X,Smartwatch,16,7154,76,NAO
8/25/2025,70.574.248/0001-34,JBL,Tune 720BT,Fone de Ouvido,19,4797,70,NAO
8/25/2025,70.574.248/0001-34,Sony,WH-1000XM6,Fone de Ouvido,9,6471,142,NAO
8/25/2025,94.613.599/0001-18,Samsung,Galaxy S25,Smartphone,16,7273,12,NAO
8/25/2025,94.613.599/0001-18,Apple,iPhone 16 Pro,Smartphone,1,5973,93,NAO
8/25/2025,94.613.599/0001-18,OPPO,Find X7,Smartphone,14,3233,41,SIM
8/25/2025,94.613.599/0001-18,Xiaomi,14 Ultra,Smartphone,8,1828,64,SIM
8/25/2025,94.613.599/0001-18,Motorola,Edge 50,Smartphone,2,3204,142,SIM
8/25/2025,94.613.599/0001-18,Google,Pixel 9 Pro,Smartphone,2,5814,99,NAO
8/25/2025,94.613.599/0001-18,OnePlus,13 Pro,Smartphone,19,4096,105,SIM
8/25/2025,94.613.599/0001-18,Samsung,Galaxy Tab S9,Tablet,9,3062,94,SIM
8/25/2025,94.613.599/0001-18,Apple,iPad Pro M3,Tablet,6,6227,106,NAO
8/25/2025,94.613.599/0001-18,Samsung,Galaxy Watch 7,Smartwatch,6,8162,143,NAO
8/25/2025,94.613.599/0001-18,Apple,Apple Watch X,Smartwatch,3,3239,102,NAO
8/25/2025,94.613.599/0001-18,JBL,Tune 720BT,Fone de Ouvido,20,4805,34,NAO
8/25/2025,94.613.599/0001-18,Sony,WH-1000XM6,Fone de Ouvido,1,7378,77,NAO
8/25/2025,74.829.418/0001-15,Samsung,Galaxy S25,Smartphone,1,2027,149,NAO
8/25/2025,74.829.418/0001-15,Apple,iPhone 16 Pro,Smartphone,10,2431,67,SIM
8/25/2025,74.829.418/0001-15,OPPO,Find X7,Smartphone,15,2651,15,NAO
8/25/2025,74.829.418/0001-15,Xiaomi,14 Ultra,Smartphone,2,7310,116,SIM
8/25/2025,74.829.418/0001-15,Motorola,Edge 50,Smartphone,16,8215,35,NAO
8/25/2025,74.829.418/0001-15,Google,Pixel 9 Pro,Smartphone,20,8866,110,SIM
8/25/2025,74.829.418/0001-15,OnePlus,13 Pro,Smartphone,13,2134,73,NAO
8/25/2025,74.829.418/0001-15,Samsung,Galaxy Tab S9,Tablet,6,7309,89,NAO
8/25/2025,74.829.418/0001-15,Apple,iPad Pro M3,Tablet,18,6534,42,NAO
8/25/2025,74.829.418/0001-15,Samsung,Galaxy Watch 7,Smartwatch,13,3904,40,NAO
8/25/2025,74.829.418/0001-15,Apple,Apple Watch X,Smartwatch,10,6152,100,NAO
8/25/2025,74.829.418/0001-15,JBL,Tune 720BT,Fone de Ouvido,5,3196,47,NAO
8/25/2025,74.829.418/0001-15,Sony,WH-1000XM6,Fone de Ouvido,9,3982,107,NAO
8/25/2025,75.484.704/0001-32,Samsung,Galaxy S25,Smartphone,14,8400,132,NAO
8/25/2025,75.484.704/0001-32,Apple,iPhone 16 Pro,Smartphone,5,1737,56,NAO
8/25/2025,75.484.704/0001-32,OPPO,Find X7,Smartphone,12,2358,131,NAO
8/25/2025,75.484.704/0001-32,Xiaomi,14 Ultra,Smartphone,13,2736,28,NAO
8/25/2025,75.484.704/0001-32,Motorola,Edge 50,Smartphone,9,1826,148,NAO
8/25/2025,75.484.704/0001-32,Google,Pixel 9 Pro,Smartphone,11,8095,66,NAO
8/25/2025,75.484.704/0001-32,OnePlus,13 Pro,Smartphone,20,3216,32,NAO
8/25/2025,75.484.704/0001-32,Samsung,Galaxy Tab S9,Tablet,19,7515,34,NAO
8/25/2025,75.484.704/0001-32,Apple,iPad Pro M3,Tablet,15,7719,67,NAO
8/25/2025,75.484.704/0001-32,Samsung,Galaxy Watch 7,Smartwatch,18,7072,19,NAO
8/25/2025,75.484.704/0001-32,Apple,Apple Watch X,Smartwatch,14,7664,143,NAO
8/25/2025,75.484.704/0001-32,JBL,Tune 720BT,Fone de Ouvido,9,6955,52,NAO
8/25/2025,75.484.704/0001-32,Sony,WH-1000XM6,Fone de Ouvido,13,3938,69,NAO
8/25/2025,87.555.265/0001-70,Samsung,Galaxy S25,Smartphone,12,2130,142,NAO
8/25/2025,87.555.265/0001-70,Apple,iPhone 16 Pro,Smartphone,13,5657,73,SIM
8/25/2025,87.555.265/0001-70,OPPO,Find X7,Smartphone,18,8709,86,NAO
8/25/2025,87.555.265/0001-70,Xiaomi,14 Ultra,Smartphone,14,3369,80,NAO
8/25/2025,87.555.265/0001-70,Motorola,Edge 50,Smartphone,3,3166,149,SIM
8/25/2025,87.555.265/0001-70,Google,Pixel 9 Pro,Smartphone,15,6137,45,NAO
8/25/2025,87.555.265/0001-70,OnePlus,13 Pro,Smartphone,7,5855,85,NAO
8/25/2025,87.555.265/0001-70,Samsung,Galaxy Tab S9,Tablet,8,3936,80,NAO
8/25/2025,87.555.265/0001-70,Apple,iPad Pro M3,Tablet,18,6043,70,NAO
8/25/2025,87.555.265/0001-70,Samsung,Galaxy Watch 7,Smartwatch,7,8998,109,NAO
8/25/2025,87.555.265/0001-70,Apple,Apple Watch X,Smartwatch,14,4190,27,SIM
8/25/2025,87.555.265/0001-70,JBL,Tune 720BT,Fone de Ouvido,11,3913,43,NAO
8/25/2025,87.555.265/0001-70,Sony,WH-1000XM6,Fone de Ouvido,2,3729,87,NAO
8/25/2025,31.435.238/0001-95,Samsung,Galaxy S25,Smartphone,8,5437,24,NAO
8/25/2025,31.435.238/0001-95,Apple,iPhone 16 Pro,Smartphone,7,4425,113,NAO
8/25/2025,31.435.238/0001-95,OPPO,Find X7,Smartphone,17,6544,99,NAO
8/25/2025,31.435.238/0001-95,Xiaomi,14 Ultra,Smartphone,14,1920,117,NAO
8/25/2025,31.435.238/0001-95,Motorola,Edge 50,Smartphone,10,2027,12,NAO
8/25/2025,31.435.238/0001-95,Google,Pixel 9 Pro,Smartphone,19,8439,54,NAO
8/25/2025,31.435.238/0001-95,OnePlus,13 Pro,Smartphone,2,8692,125,NAO
8/25/2025,31.435.238/0001-95,Samsung,Galaxy Tab S9,Tablet,9,5750,83,NAO
8/25/2025,31.435.238/0001-95,Apple,iPad Pro M3,Tablet,8,7156,105,NAO
8/25/2025,31.435.238/0001-95,Samsung,Galaxy Watch 7,Smartwatch,18,7272,66,NAO
8/25/2025,31.435.238/0001-95,Apple,Apple Watch X,Smartwatch,6,3720,87,SIM
8/25/2025,31.435.238/0001-95,JBL,Tune 720BT,Fone de Ouvido,6,3709,26,NAO
8/25/2025,31.435.238/0001-95,Sony,WH-1000XM6,Fone de Ouvido,18,5047,33,NAO
8/25/2025,88.471.529/0001-45,Samsung,Galaxy S25,Smartphone,15,7241,133,NAO
8/25/2025,88.471.529/0001-45,Apple,iPhone 16 Pro,Smartphone,15,6963,81,SIM
8/25/2025,88.471.529/0001-45,OPPO,Find X7,Smartphone,1,1506,130,NAO
8/25/2025,88.471.529/0001-45,Xiaomi,14 Ultra,Smartphone,2,6278,37,NAO
8/25/2025,88.471.529/0001-45,Motorola,Edge 50,Smartphone,18,5595,52,SIM
8/25/2025,88.471.529/0001-45,Google,Pixel 9 Pro,Smartphone,3,6608,134,SIM
8/25/2025,88.471.529/0001-45,OnePlus,13 Pro,Smartphone,9,4486,94,SIM
8/25/2025,88.471.529/0001-45,Samsung,Galaxy Tab S9,Tablet,5,2059,18,NAO
8/25/2025,88.471.529/0001-45,Apple,iPad Pro M3,Tablet,12,6392,17,NAO
8/25/2025,88.471.529/0001-45,Samsung,Galaxy Watch 7,Smartwatch,15,3441,68,NAO
8/25/2025,88.471.529/0001-45,Apple,Apple Watch X,Smartwatch,10,8240,146,NAO
8/25/2025,88.471.529/0001-45,JBL,Tune 720BT,Fone de Ouvido,17,1666,93,NAO
8/25/2025,88.471.529/0001-45,Sony,WH-1000XM6,Fone de Ouvido,3,5203,104,NAO
8/25/2025,69.868.517/0001-68,Samsung,Galaxy S25,Smartphone,12,3557,67,NAO
8/25/2025,69.868.517/0001-68,Apple,iPhone 16 Pro,Smartphone,16,2760,39,SIM
8/25/2025,69.868.517/0001-68,OPPO,Find X7,Smartphone,19,6579,11,SIM
8/25/2025,69.868.517/0001-68,Xiaomi,14 Ultra,Smartphone,16,8646,50,NAO
8/25/2025,69.868.517/0001-68,Motorola,Edge 50,Smartphone,12,8819,48,SIM
8/25/2025,69.868.517/0001-68,Google,Pixel 9 Pro,Smartphone,19,8710,127,SIM
8/25/2025,69.868.517/0001-68,OnePlus,13 Pro,Smartphone,14,2275,88,SIM
8/25/2025,69.868.517/0001-68,Samsung,Galaxy Tab S9,Tablet,17,1811,91,NAO
8/25/2025,69.868.517/0001-68,Apple,iPad Pro M3,Tablet,9,2166,62,NAO
8/25/2025,69.868.517/0001-68,Samsung,Galaxy Watch 7,Smartwatch,16,3655,60,NAO
8/25/2025,69.868.517/0001-68,Apple,Apple Watch X,Smartwatch,12,7740,30,SIM
8/25/2025,69.868.517/0001-68,JBL,Tune 720BT,Fone de Ouvido,9,2211,87,NAO
8/25/2025,69.868.517/0001-68,Sony,WH-1000XM6,Fone de Ouvido,9,7533,57,NAO
8/25/2025,55.231.713/0001-88,Samsung,Galaxy S25,Smartphone,6,5778,22,NAO
8/25/2025,55.231.713/0001-88,Apple,iPhone 16 Pro,Smartphone,18,8460,116,NAO
8/25/2025,55.231.713/0001-88,OPPO,Find X7,Smartphone,7,3445,131,NAO
8/25/2025,55.231.713/0001-88,Xiaomi,14 Ultra,Smartphone,2,8828,43,NAO
8/25/2025,55.231.713/0001-88,Motorola,Edge 50,Smartphone,7,5185,129,NAO
8/25/2025,55.231.713/0001-88,Google,Pixel 9 Pro,Smartphone,19,1972,73,NAO
8/25/2025,55.231.713/0001-88,OnePlus,13 Pro,Smartphone,10,6278,100,NAO
8/25/2025,55.231.713/0001-88,Samsung,Galaxy Tab S9,Tablet,7,7487,46,SIM
8/25/2025,55.231.713/0001-88,Apple,iPad Pro M3,Tablet,20,4732,114,NAO
8/25/2025,55.231.713/0001-88,Samsung,Galaxy Watch 7,Smartwatch,7,2743,125,SIM
8/25/2025,55.231.713/0001-88,Apple,Apple Watch X,Smartwatch,4,8051,133,NAO
8/25/2025,55.231.713/0001-88,JBL,Tune 720BT,Fone de Ouvido,4,3903,75,NAO
8/25/2025,55.231.713/0001-88,Sony,WH-1000XM6,Fone de Ouvido,9,8133,18,NAO
8/25/2025,61.207.314/0001-25,Samsung,Galaxy S25,Smartphone,14,7163,71,NAO
8/25/2025,61.207.314/0001-25,Apple,iPhone 16 Pro,Smartphone,16,6722,112,NAO
8/25/2025,61.207.314/0001-25,OPPO,Find X7,Smartphone,14,2743,134,SIM
8/25/2025,61.207.314/0001-25,Xiaomi,14 Ultra,Smartphone,7,2447,42,NAO
8/25/2025,61.207.314/0001-25,Motorola,Edge 50,Smartphone,15,2102,15,NAO
8/25/2025,61.207.314/0001-25,Google,Pixel 9 Pro,Smartphone,16,8145,63,NAO
8/25/2025,61.207.314/0001-25,OnePlus,13 Pro,Smartphone,12,7105,138,NAO
8/25/2025,61.207.314/0001-25,Samsung,Galaxy Tab S9,Tablet,5,8392,117,NAO
8/25/2025,61.207.314/0001-25,Apple,iPad Pro M3,Tablet,16,8621,35,NAO
8/25/2025,61.207.314/0001-25,Samsung,Galaxy Watch 7,Smartwatch,10,2583,49,NAO
8/25/2025,61.207.314/0001-25,Apple,Apple Watch X,Smartwatch,1,4774,145,NAO
8/25/2025,61.207.314/0001-25,JBL,Tune 720BT,Fone de Ouvido,1,7240,90,NAO
8/25/2025,61.207.314/0001-25,Sony,WH-1000XM6,Fone de Ouvido,6,5229,120,SIM
8/25/2025,23.364.504/0001-40,Samsung,Galaxy S25,Smartphone,9,5648,53,NAO
8/25/2025,23.364.504/0001-40,Apple,iPhone 16 Pro,Smartphone,3,6972,148,NAO
8/25/2025,23.364.504/0001-40,OPPO,Find X7,Smartphone,12,5735,22,NAO
8/25/2025,23.364.504/0001-40,Xiaomi,14 Ultra,Smartphone,4,6799,64,SIM
8/25/2025,23.364.504/0001-40,Motorola,Edge 50,Smartphone,20,3521,126,NAO
8/25/2025,23.364.504/0001-40,Google,Pixel 9 Pro,Smartphone,7,7698,36,NAO
8/25/2025,23.364.504/0001-40,OnePlus,13 Pro,Smartphone,16,6154,84,NAO
8/25/2025,23.364.504/0001-40,Samsung,Galaxy Tab S9,Tablet,4,2712,54,NAO
8/25/2025,23.364.504/0001-40,Apple,iPad Pro M3,Tablet,7,4468,69,NAO
8/25/2025,23.364.504/0001-40,Samsung,Galaxy Watch 7,Smartwatch,13,3992,10,SIM
8/25/2025,23.364.504/0001-40,Apple,Apple Watch X,Smartwatch,15,5218,121,SIM
8/25/2025,23.364.504/0001-40,JBL,Tune 720BT,Fone de Ouvido,10,1844,131,NAO
8/25/2025,23.364.504/0001-40,Sony,WH-1000XM6,Fone de Ouvido,18,6462,74,SIM
8/25/2025,39.790.476/0001-43,Samsung,Galaxy S25,Smartphone,2,7777,60,NAO
8/25/2025,39.790.476/0001-43,Apple,iPhone 16 Pro,Smartphone,4,7954,66,NAO
8/25/2025,39.790.476/0001-43,OPPO,Find X7,Smartphone,1,8900,81,NAO
8/25/2025,39.790.476/0001-43,Xiaomi,14 Ultra,Smartphone,17,3493,130,SIM
8/25/2025,39.790.476/0001-43,Motorola,Edge 50,Smartphone,18,8993,12,SIM
8/25/2025,39.790.476/0001-43,Google,Pixel 9 Pro,Smartphone,12,2417,18,NAO
8/25/2025,39.790.476/0001-43,OnePlus,13 Pro,Smartphone,9,2891,47,NAO
8/25/2025,39.790.476/0001-43,Samsung,Galaxy Tab S9,Tablet,2,6028,32,SIM
8/25/2025,39.790.476/0001-43,Apple,iPad Pro M3,Tablet,14,2307,50,SIM
8/25/2025,39.790.476/0001-43,Samsung,Galaxy Watch 7,Smartwatch,6,5187,17,NAO
8/25/2025,39.790.476/0001-43,Apple,Apple Watch X,Smartwatch,3,1544,128,NAO
8/25/2025,39.790.476/0001-43,JBL,Tune 720BT,Fone de Ouvido,14,6834,82,NAO
8/25/2025,39.790.476/0001-43,Sony,WH-1000XM6,Fone de Ouvido,20,6558,105,NAO
8/25/2025,74.400.454/0001-37,Samsung,Galaxy S25,Smartphone,15,5295,48,SIM
8/25/2025,74.400.454/0001-37,Apple,iPhone 16 Pro,Smartphone,18,7463,137,NAO
8/25/2025,74.400.454/0001-37,OPPO,Find X7,Smartphone,4,6766,56,NAO
8/25/2025,74.400.454/0001-37,Xiaomi,14 Ultra,Smartphone,3,3325,88,NAO
8/25/2025,74.400.454/0001-37,Motorola,Edge 50,Smartphone,13,4501,74,SIM
8/25/2025,74.400.454/0001-37,Google,Pixel 9 Pro,Smartphone,18,7477,100,SIM
8/25/2025,74.400.454/0001-37,OnePlus,13 Pro,Smartphone,6,8450,19,NAO
8/25/2025,74.400.454/0001-37,Samsung,Galaxy Tab S9,Tablet,17,6264,122,SIM
8/25/2025,74.400.454/0001-37,Apple,iPad Pro M3,Tablet,3,3343,118,NAO
8/25/2025,74.400.454/0001-37,Samsung,Galaxy Watch 7,Smartwatch,17,3815,64,NAO
8/25/2025,74.400.454/0001-37,Apple,Apple Watch X,Smartwatch,9,2638,14,NAO
8/25/2025,74.400.454/0001-37,JBL,Tune 720BT,Fone de Ouvido,11,6224,117,NAO
8/25/2025,74.400.454/0001-37,Sony,WH-1000XM6,Fone de Ouvido,17,5263,31,NAO
8/25/2025,62.672.109/0001-77,Samsung,Galaxy S25,Smartphone,4,2225,100,NAO
8/25/2025,62.672.109/0001-77,Apple,iPhone 16 Pro,Smartphone,7,8938,94,NAO
8/25/2025,62.672.109/0001-77,OPPO,Find X7,Smartphone,3,3078,43,SIM
8/25/2025,62.672.109/0001-77,Xiaomi,14 Ultra,Smartphone,5,6954,116,NAO
8/25/2025,62.672.109/0001-77,Motorola,Edge 50,Smartphone,4,4409,84,SIM
8/25/2025,62.672.109/0001-77,Google,Pixel 9 Pro,Smartphone,1,3816,10,NAO
8/25/2025,62.672.109/0001-77,OnePlus,13 Pro,Smartphone,8,3146,144,NAO
8/25/2025,62.672.109/0001-77,Samsung,Galaxy Tab S9,Tablet,4,5519,63,NAO
8/25/2025,62.672.109/0001-77,Apple,iPad Pro M3,Tablet,9,2184,31,NAO
8/25/2025,62.672.109/0001-77,Samsung,Galaxy Watch 7,Smartwatch,14,3213,104,NAO
8/25/2025,62.672.109/0001-77,Apple,Apple Watch X,Smartwatch,15,7300,102,NAO
8/25/2025,62.672.109/0001-77,JBL,Tune 720BT,Fone de Ouvido,12,2544,38,NAO
8/25/2025,62.672.109/0001-77,Sony,WH-1000XM6,Fone de Ouvido,10,3678,44,SIM
8/25/2025,26.198.509/0001-69,Samsung,Galaxy S25,Smartphone,2,7514,38,NAO
8/25/2025,26.198.509/0001-69,Apple,iPhone 16 Pro,Smartphone,17,8854,60,NAO
8/25/2025,26.198.509/0001-69,OPPO,Find X7,Smartphone,16,4165,145,NAO
8/25/2025,26.198.509/0001-69,Xiaomi,14 Ultra,Smartphone,1,2294,67,NAO
8/25/2025,26.198.509/0001-69,Motorola,Edge 50,Smartphone,1,1695,13,SIM
8/25/2025,26.198.509/0001-69,Google,Pixel 9 Pro,Smartphone,12,6606,91,SIM
8/25/2025,26.198.509/0001-69,OnePlus,13 Pro,Smartphone,10,6149,53,NAO
8/25/2025,26.198.509/0001-69,Samsung,Galaxy Tab S9,Tablet,3,5673,14,SIM
8/25/2025,26.198.509/0001-69,Apple,iPad Pro M3,Tablet,18,4556,111,NAO
8/25/2025,26.198.509/0001-69,Samsung,Galaxy Watch 7,Smartwatch,3,2869,95,NAO
8/25/2025,26.198.509/0001-69,Apple,Apple Watch X,Smartwatch,8,8625,84,NAO
8/25/2025,26.198.509/0001-69,JBL,Tune 720BT,Fone de Ouvido,1,2246,142,NAO
8/25/2025,26.198.509/0001-69,Sony,WH-1000XM6,Fone de Ouvido,9,3487,70,SIM
8/25/2025,71.837.272/0001-52,Samsung,Galaxy S25,Smartphone,2,1896,118,NAO
8/25/2025,71.837.272/0001-52,Apple,iPhone 16 Pro,Smartphone,13,5134,80,NAO
8/25/2025,71.837.272/0001-52,OPPO,Find X7,Smartphone,19,6517,124,NAO
8/25/2025,71.837.272/0001-52,Xiaomi,14 Ultra,Smartphone,12,2123,125,NAO
8/25/2025,71.837.272/0001-52,Motorola,Edge 50,Smartphone,7,3407,126,SIM
8/25/2025,71.837.272/0001-52,Google,Pixel 9 Pro,Smartphone,1,5619,31,SIM
8/25/2025,71.837.272/0001-52,OnePlus,13 Pro,Smartphone,5,6194,102,NAO
8/25/2025,71.837.272/0001-52,Samsung,Galaxy Tab S9,Tablet,1,1617,58,NAO
8/25/2025,71.837.272/0001-52,Apple,iPad Pro M3,Tablet,6,5012,145,NAO
8/25/2025,71.837.272/0001-52,Samsung,Galaxy Watch 7,Smartwatch,3,5677,144,NAO
8/25/2025,71.837.272/0001-52,Apple,Apple Watch X,Smartwatch,1,4175,49,NAO
8/25/2025,71.837.272/0001-52,JBL,Tune 720BT,Fone de Ouvido,9,7161,144,NAO
8/25/2025,71.837.272/0001-52,Sony,WH-1000XM6,Fone de Ouvido,19,5319,29,NAO
8/25/2025,33.633.783/0001-85,Samsung,Galaxy S25,Smartphone,6,5743,10,SIM
8/25/2025,33.633.783/0001-85,Apple,iPhone 16 Pro,Smartphone,5,4559,138,NAO
8/25/2025,33.633.783/0001-85,OPPO,Find X7,Smartphone,16,4282,30,NAO
8/25/2025,33.633.783/0001-85,Xiaomi,14 Ultra,Smartphone,10,7884,99,SIM
8/25/2025,33.633.783/0001-85,Motorola,Edge 50,Smartphone,15,1502,76,NAO
8/25/2025,33.633.783/0001-85,Google,Pixel 9 Pro,Smartphone,11,4387,120,NAO
8/25/2025,33.633.783/0001-85,OnePlus,13 Pro,Smartphone,5,3742,74,NAO
8/25/2025,33.633.783/0001-85,Samsung,Galaxy Tab S9,Tablet,6,3955,53,NAO
8/25/2025,33.633.783/0001-85,Apple,iPad Pro M3,Tablet,1,8613,59,NAO
8/25/2025,33.633.783/0001-85,Samsung,Galaxy Watch 7,Smartwatch,9,3736,79,NAO
8/25/2025,33.633.783/0001-85,Apple,Apple Watch X,Smartwatch,5,2217,33,NAO
8/25/2025,33.633.783/0001-85,JBL,Tune 720BT,Fone de Ouvido,8,6986,59,NAO
8/25/2025,33.633.783/0001-85,Sony,WH-1000XM6,Fone de Ouvido,14,7875,90,NAO
8/25/2025,44.140.454/0001-72,Samsung,Galaxy S25,Smartphone,3,8800,44,SIM
8/25/2025,44.140.454/0001-72,Apple,iPhone 16 Pro,Smartphone,6,7277,149,NAO
8/25/2025,44.140.454/0001-72,OPPO,Find X7,Smartphone,10,3610,120,NAO
8/25/2025,44.140.454/0001-72,Xiaomi,14 Ultra,Smartphone,7,3226,130,SIM
8/25/2025,44.140.454/0001-72,Motorola,Edge 50,Smartphone,8,8440,41,NAO
8/25/2025,44.140.454/0001-72,Google,Pixel 9 Pro,Smartphone,11,4293,82,NAO
8/25/2025,44.140.454/0001-72,OnePlus,13 Pro,Smartphone,11,4628,10,NAO
8/25/2025,44.140.454/0001-72,Samsung,Galaxy Tab S9,Tablet,15,8918,144,SIM
8/25/2025,44.140.454/0001-72,Apple,iPad Pro M3,Tablet,15,8286,10,NAO
8/25/2025,44.140.454/0001-72,Samsung,Galaxy Watch 7,Smartwatch,4,4762,98,NAO
8/25/2025,44.140.454/0001-72,Apple,Apple Watch X,Smartwatch,15,2819,73,NAO
8/25/2025,44.140.454/0001-72,JBL,Tune 720BT,Fone de Ouvido,17,4643,103,NAO
8/25/2025,44.140.454/0001-72,Sony,WH-1000XM6,Fone de Ouvido,5,6070,71,NAO
8/25/2025,64.967.118/0001-91,Samsung,Galaxy S25,Smartphone,15,6443,85,NAO
8/25/2025,64.967.118/0001-91,Apple,iPhone 16 Pro,Smartphone,5,2580,68,NAO
8/25/2025,64.967.118/0001-91,OPPO,Find X7,Smartphone,7,3833,44,NAO
8/25/2025,64.967.118/0001-91,Xiaomi,14 Ultra,Smartphone,2,6725,64,NAO
8/25/2025,64.967.118/0001-91,Motorola,Edge 50,Smartphone,9,7449,124,SIM
8/25/2025,64.967.118/0001-91,Google,Pixel 9 Pro,Smartphone,5,8873,20,NAO
8/25/2025,64.967.118/0001-91,OnePlus,13 Pro,Smartphone,13,7257,129,SIM
8/25/2025,64.967.118/0001-91,Samsung,Galaxy Tab S9,Tablet,3,2358,29,NAO
8/25/2025,64.967.118/0001-91,Apple,iPad Pro M3,Tablet,19,3913,96,SIM
8/25/2025,64.967.118/0001-91,Samsung,Galaxy Watch 7,Smartwatch,1,2146,111,NAO
8/25/2025,64.967.118/0001-91,Apple,Apple Watch X,Smartwatch,4,2127,78,SIM
8/25/2025,64.967.118/0001-91,JBL,Tune 720BT,Fone de Ouvido,15,5079,128,NAO
8/25/2025,64.967.118/0001-91,Sony,WH-1000XM6,Fone de Ouvido,10,5307,65,NAO
8/25/2025,78.635.772/0001-38,Samsung,Galaxy S25,Smartphone,11,5226,77,NAO
8/25/2025,78.635.772/0001-38,Apple,iPhone 16 Pro,Smartphone,6,4007,10,NAO
8/25/2025,78.635.772/0001-38,OPPO,Find X7,Smartphone,19,2075,130,NAO
8/25/2025,78.635.772/0001-38,Xiaomi,14 Ultra,Smartphone,10,2810,56,NAO
8/25/2025,78.635.772/0001-38,Motorola,Edge 50,Smartphone,17,6971,86,SIM
8/25/2025,78.635.772/0001-38,Google,Pixel 9 Pro,Smartphone,7,4638,19,NAO
8/25/2025,78.635.772/0001-38,OnePlus,13 Pro,Smartphone,14,4834,10,NAO
8/25/2025,78.635.772/0001-38,Samsung,Galaxy Tab S9,Tablet,10,4819,21,NAO
8/25/2025,78.635.772/0001-38,Apple,iPad Pro M3,Tablet,11,7542,115,NAO
8/25/2025,78.635.772/0001-38,Samsung,Galaxy Watch 7,Smartwatch,6,6250,73,NAO
8/25/2025,78.635.772/0001-38,Apple,Apple Watch X,Smartwatch,5,7128,99,NAO
8/25/2025,78.635.772/0001-38,JBL,Tune 720BT,Fone de Ouvido,1,8018,112,NAO
8/25/2025,78.635.772/0001-38,Sony,WH-1000XM6,Fone de Ouvido,7,8023,103,SIM
8/25/2025,87.827.962/0001-14,Samsung,Galaxy S25,Smartphone,2,4576,54,SIM
8/25/2025,87.827.962/0001-14,Apple,iPhone 16 Pro,Smartphone,8,8683,67,SIM
8/25/2025,87.827.962/0001-14,OPPO,Find X7,Smartphone,2,4501,61,NAO
